,gen,gene_name,description,te_family_suzukii,te_class_suzukii
364,CG10481,cg10481,,nf_23_HELITRON_1,DNA/RC
365,CR32913,snrna:u2:14b,,nf_138_GYPSY_1,LTR/GYPSY
366,CG10364,msb1l,,Mariner-1_DEl,DNA/TC1MARINER
367,CG10334,spi,,Mariner-1_DEl,DNA/TC1MARINER
368,CR43016,mir-2b-2,,Mariner-1_DEl,DNA/TC1MARINER
369,CR42899,mir-2a-1,,Mariner-1_DEl,DNA/TC1MARINER
370,CR43035,mir-2a-2,,Mariner-1_DEl,DNA/TC1MARINER
371,CG13077,cg13077,,Mariner-1_DEl,DNA/TC1MARINER
372,CG13078,cg13078,,Mariner-1_DEl,DNA/TC1MARINER
373,CG10363,tep4,Thioester-containing protein,Mariner-1_DEl,DNA/TC1MARINER
374,CG10026,cg10026,,nf_246_TIR_1,DNA/TC1MARINER
375,CG7261,tbcd,Tubulin-binding cofactor,nf_246_TIR_1,DNA/TC1MARINER
376,CG11723,cg11723,,nf_246_TIR_1,DNA/TC1MARINER
377,CG31671,tho2,,nf_246_TIR_1,DNA/TC1MARINER
378,CG7254,glyp,Glycogen,nf_34_GYPSY_1,LTR/GYPSY
379,CR44055,lncrna:cr44055,long non-coding,nf_294_TIR_1,DNA/DNA
380,CR44808,lncrna:cr44808,long non-coding,nf_294_TIR_1,DNA/DNA
381,CR44606,lncrna:cr44606,long non-coding,I-7_DBi_1,LINE/I
382,CG18269,cg18269,,nf_369_LTR_1,LTR/LTR
383,CG14014,cg14014,,nf_369_LTR_1,LTR/LTR
384,CG6957,oscillin,,nf_369_LTR_1,LTR/LTR
385,CG6944,lam,,nf_369_LTR_1,LTR/LTR
386,CR43053,lncrna:cr43053,long non-coding,nf_80_I_1,LINE/I
387,CG33179,beat-iiib,beaten path,I-7_DBi_1,LINE/I
388,CR45356,lncrna:cr45356,long non-coding,Gypsy-30_DWil-I_1,LTR/GYPSY
389,CR45357,lncrna:cr45357,long non-coding,Gypsy-30_DWil-I_1,LTR/GYPSY
390,CR45462,lncrna:cr45462,long non-coding,nf_378_TIR_1,DNA/DNA
391,CR44396,lncrna:cr44396,long non-coding,nf_23_HELITRON_1,DNA/RC
392,CR44395,lncrna:cr44395,long non-coding,nf_23_HELITRON_1,DNA/RC
393,CR45696,lncrna:cr45696,long non-coding,nf_10_TIR_1,DNA/DNA
394,CG45691,cg45691,,nf_10_TIR_1,DNA/DNA
395,CG15141,cg15141,,nf_81_I_1,LINE/I
396,CG31803,rsph9,Radial spoke head protein,nf_81_I_1,LINE/I
397,CR44409,lncrna:cr44409,long non-coding,I-1_DT,LINE/I
398,CG5094,sgt,small glutamine-rich tetratricopeptide containing,nf_85_I_1,LINE/I
399,CG6582,cass,,nf_85_I_1,LINE/I
400,CG6549,fws,four way,nf_85_I_1,LINE/I
401,CG5110,lamtor3,Late endosomal/lysosomal adaptor%2C MAPK and MTOR activator,nf_85_I_1,LINE/I
402,CG6453,gcs2beta,Glucosidase 2 beta,nf_85_I_1,LINE/I
403,CR45715,asrna:cr45715,antisense,nf_10_TIR_1,DNA/DNA
404,CG6412,mefts,mitochondrial translation elongation factor,nf_10_TIR_1,DNA/DNA
405,CR45698,lncrna:cr45698,long non-coding,nf_205_CR1_1,LINE/CR1
406,CR44411,lncrna:cr44411,long non-coding,nf_381_TIR_1,DNA/DNA
407,CG5545,oli,Olig,nf_381_TIR_1,DNA/DNA
408,CG6870,cg6870,,nf_381_TIR_1,DNA/DNA
409,CG5559,sytalpha,Synaptotagmin,nf_381_TIR_1,DNA/DNA
410,CR44412,lncrna:cr44412,long non-coding,nf_381_TIR_1,DNA/DNA
411,CR44413,lncrna:cr44413,long non-coding,nf_10_TIR_1,DNA/DNA
412,CG15147,cg15147,,nf_10_TIR_1,DNA/DNA
413,CG43231,cg43231,,nf_205_CR1_2,LINE/CR1
414,CR43420,lncrna:cr43420,long non-coding,nf_23_HELITRON_1,DNA/RC
415,CR44399,lncrna:cr44399,long non-coding,nf_81_I_1,LINE/I
416,CG31742,prosbeta5r2,Proteasome beta5 subunit-related,Jockey-1_DEu_1,LINE/JOCKEY
417,CR44767,lncrna:cr44767,long non-coding,Jockey-1_DEu_1,LINE/JOCKEY
418,CG5755,slc25a46b,Solute carrier family 25 member,nf_185_TIR_2,DNA/DNA
419,CR44478,lncrna:cr44478,long non-coding,nf_230_TIR_2,DNA/TC1MARINER
420,CG9498,cg9498,,nf_230_TIR_2,DNA/TC1MARINER
421,CR43413,asrna:cr43413,antisense,nf_322_TIR_1,DNA/CMC
422,CR44902,lncrna:cr44902,long non-coding,nf_23_HELITRON_1,DNA/RC
423,CG31787,cg31787,,nf_23_HELITRON_1,DNA/RC
424,CR44695,lncrna:cr44695,long non-coding,nf_10_TIR_1,DNA/DNA
425,CR45721,lncrna:cr45721,long non-coding,nf_10_TIR_1,DNA/DNA
426,CR44489,lncrna:cr44489,long non-coding,nf_10_TIR_1,DNA/DNA
427,CG5803,fas3,Fasciclin,nf_10_TIR_1,DNA/DNA
428,CG34171,cg34171,,nf_10_TIR_1,DNA/DNA
429,CR44488,lncrna:cr44488,long non-coding,nf_205_CR1_2,LINE/CR1
430,CG10305,rps26,Ribosomal protein,nf_205_CR1_2,LINE/CR1
431,CG12750,ncm,,nf_205_CR1_2,LINE/CR1
432,CR43344,lncrna:let7c,,I-1_DT,LINE/I
433,CR43044,mir-100,mir-100 stem,I-1_DT,LINE/I
434,CR42949,mir-let7,,I-1_DT,LINE/I
435,CR43029,mir-125,mir-125 stem,I-1_DT,LINE/I
436,CG10283,cg10283,,I-1_DT,LINE/I
437,CG10393,amos,absent MD neurons and olfactory,nf_25_CR1_1,LINE/CR1
438,CG10391,cyp310a1,Cytochrome P450,nf_379_LINE_1,LINE/LINE
439,CG43338,cg43338,,nf_379_LINE_1,LINE/LINE
440,CG10372,faf2,Fas-associated factor,nf_23_HELITRON_1,DNA/RC
441,CG10346,grip71,,nf_23_HELITRON_1,DNA/RC
442,CG10369,irk3,Inwardly rectifying potassium channel,nf_23_HELITRON_1,DNA/RC
443,CG10348,cg10348,,nf_23_HELITRON_1,DNA/RC
444,CG10602,cg10602,,nf_10_TIR_1,DNA/DNA
445,CG10603,mrpl13,mitochondrial ribosomal protein,nf_10_TIR_1,DNA/DNA
446,CG10619,tup,,nf_10_TIR_1,DNA/DNA
447,CR44737,lncrna:cr44737,long non-coding,nf_378_TIR_1,DNA/DNA
448,CR44739,lncrna:cr44739,long non-coding,nf_10_TIR_1,DNA/DNA
449,CR44738,lncrna:cr44738,long non-coding,nf_10_TIR_1,DNA/DNA
450,CG15168,emc5,ER membrane protein complex subunit,nf_378_TIR_1,DNA/DNA
451,CG15170,cg15170,,nf_378_TIR_1,DNA/DNA
452,CG31793,cg31793,,nf_9_MAVERICK_1,DNA/Maverick
453,CG10652,rpl30,Ribosomal protein,nf_23_HELITRON_1,DNA/RC
454,CR34668,snorna:me28s-a2113,,nf_23_HELITRON_1,DNA/RC
455,CG15171,robl37bc,,nf_355_TIR_1,DNA/DNA
456,CG17492,mib2,mind bomb,nf_23_HELITRON_1,DNA/RC
457,CG10449,catsup,Catecholamines,nf_23_HELITRON_1,DNA/RC
458,CG15173,ttc19,Tetratricopeptide repeat domain,nf_23_HELITRON_1,DNA/RC
459,CG10473,acn,,nf_23_HELITRON_1,DNA/RC
460,CG10470,cg10470,,nf_23_HELITRON_1,DNA/RC
461,CG10655,l(2)37bb,lethal (2),nf_23_HELITRON_1,DNA/RC
462,CG42641,rpn3,Regulatory particle non-ATPase,nf_23_HELITRON_1,DNA/RC
463,CG10492,cg10492,,nf_23_HELITRON_1,DNA/RC
464,CG10493,phlpp,PH domain leucine-rich repeat protein,nf_253_TIR_1,DNA/DNA
465,CG10495,dus4,Dihydrouridine synthase,nf_253_TIR_1,DNA/DNA
466,CG10501,amd,alpha methyl,nf_138_GYPSY_1,LTR/GYPSY
467,CG10561,cg10561,,nf_138_GYPSY_1,LTR/GYPSY
468,CG17564,cg17564,,nf_23_HELITRON_1,DNA/RC
469,CG10750,cg10750,,nf_23_HELITRON_1,DNA/RC
470,CG17349,cg17349,,Gypsy-30_DWil-I_1,LTR/GYPSY
471,CG17350,cg17350,,nf_26_COPIA_1,LTR/COPIA
472,CG15825,fon,,nf_26_COPIA_1,LTR/COPIA
473,CG16771,alp12,Alkaline phosphatase,Kiri-6_DTa,LINE/L2
474,CG13085,cg13085,,Kiri-6_DTa,LINE/L2
475,CG9987,rtcb,RtcB RNA,nf_10_TIR_1,DNA/DNA
476,CG13088,cg13088,,nf_10_TIR_1,DNA/DNA
477,CG13098,mrpl51,mitochondrial ribosomal protein,nf_138_GYPSY_1,LTR/GYPSY
478,CG9019,dsf,,nf_138_GYPSY_1,LTR/GYPSY
479,CR43926,asrna:cr43926,antisense,nf_116_TIR_1,DNA/CMC
480,CR45289,lncrna:cr45289,long non-coding,nf_378_TIR_1,DNA/DNA
481,CR45288,lncrna:cr45288,long non-coding,I-7_DBi_1,LINE/I
482,CG14001,bchs,blue,I-7_DBi_1,LINE/I
483,CG14000,cg14000,,nf_10_TIR_1,DNA/DNA
484,CR43808,lncrna:cr43808,long non-coding,nf_10_TIR_1,DNA/DNA
485,CR44579,lncrna:cr44579,long non-coding,nf_10_TIR_1,DNA/DNA
486,CG8965,rau,,I-7_DBi_1,LINE/I
487,CR44576,lncrna:cr44576,long non-coding,BEL-2_DBi-I,LTR/BELPAO
488,CG11034,cg11034,,nf_328_P_1,DNA/P
489,CG7239,cg7239,,Polinton-1_DBi_2,DNA/Maverick
490,CG14005,cg14005,,Polinton-1_DBi_2,DNA/Maverick
491,CG9171,cg9171,,nf_360_HELITRON_1,DNA/RC
492,CR31912,asrna:cr31912,antisense,nf_360_HELITRON_1,DNA/RC
493,CG11142,obst-e,,nf_360_HELITRON_1,DNA/RC
494,CG11030,cg11030,,nf_360_HELITRON_1,DNA/RC
495,CG14006,cg14006,,nf_280_TIR_1,DNA/DNA
496,CG7238,sip1,septin interacting protein,nf_280_TIR_1,DNA/DNA
497,CG14007,cg14007,,nf_280_TIR_1,DNA/DNA
498,CR44818,asrna:cr44818,antisense,nf_280_TIR_1,DNA/DNA
499,CG7236,cg7236,,nf_280_TIR_1,DNA/DNA
500,CR44819,lncrna:cr44819,long non-coding,nf_381_TIR_1,DNA/DNA
501,CR44820,lncrna:cr44820,long non-coding,nf_381_TIR_1,DNA/DNA
502,CG12511,cg12511,,nf_10_TIR_1,DNA/DNA
503,CG7235,hsp60c,Heat shock protein,nf_10_TIR_1,DNA/DNA
504,CG31646,dip-theta,Dpr-interacting protein,nf_205_CR1_2,LINE/CR1
505,CR42963,mir-959,mir-959 stem,nf_23_HELITRON_1,DNA/RC
506,CG7249,cyp6a16,Cytochrome P450,nf_85_I_1,LINE/I
507,CR44796,lncrna:cr44796,long non-coding,nf_85_I_1,LINE/I
508,CG7251,cg7251,,nf_381_TIR_1,DNA/DNA
509,CG14011,cg14011,,nf_381_TIR_1,DNA/DNA
510,CR32998,snrna:u4:25f,,nf_360_HELITRON_1,DNA/RC
511,CR44794,lncrna:cr44794,long non-coding,nf_360_HELITRON_1,DNA/RC
512,CG7234,gluriib,Glutamate receptor,nf_360_HELITRON_1,DNA/RC
513,CG6992,gluriia,Glutamate receptor,nf_360_HELITRON_1,DNA/RC
514,CG14017,cg14017,,nf_360_HELITRON_1,DNA/RC
515,CG9497,cg9497,,RTEX-1_DT_2,LINE/RTE
516,CG9536,cg9536,,nf_380_TIR_1,DNA/DNA
517,CG9539,sec61alpha,Sec61 alpha,nf_380_TIR_1,DNA/DNA
518,CG9537,daxx,Daxx-like,nf_380_TIR_1,DNA/DNA
519,CG9542,kfase,Kynurenine,nf_380_TIR_1,DNA/DNA
520,CG9543,epsiloncop,Coat Protein (coatomer),nf_23_HELITRON_1,DNA/RC
521,CG9548,phf5a,PHD finger protein,nf_23_HELITRON_1,DNA/RC
522,CG31638,cg31638,,nf_23_HELITRON_1,DNA/RC
523,CG9547,cg9547,,nf_341_HELITRON_1,DNA/RC
524,CR44775,lncrna:cr44775,long non-coding,nf_280_TIR_1,DNA/DNA
525,CR44776,lncrna:cr44776,long non-coding,nf_378_TIR_1,DNA/DNA
526,CG9595,ift52,Intraflagellar transport,nf_378_TIR_1,DNA/DNA
527,CG11015,cox5b,Cytochrome c oxidase subunit,nf_378_TIR_1,DNA/DNA
528,CG11043,cox5bl,Cytochrome c oxidase subunit,nf_378_TIR_1,DNA/DNA
529,CG9596,trmt6,tRNA methyltransferase 6 non-catalytic,nf_378_TIR_1,DNA/DNA
530,CG11319,dpp10,Dipeptidyl peptidase,nf_185_TIR_2,DNA/DNA
531,CG11050,cg11050,,nf_53_GYPSY_1,LTR/GYPSY
532,CG11320,dip-iota,Dpr-interacting protein,nf_53_GYPSY_1,LTR/GYPSY
533,CG34345,cg34345,,nf_280_TIR_1,DNA/DNA
534,CG31634,oatp26f,Organic anion transporting polypeptide,nf_280_TIR_1,DNA/DNA
535,CG31635,cg31635,,nf_10_TIR_1,DNA/DNA
536,CG11098,tango1,Transport and Golgi organization,nf_304_TIR_1,DNA/HAT
537,CR30212,trna:arg-cct-1-2,,nf_117_TIR_1,DNA/CMC
538,CG10805,l(2)k09022,lethal (2),nf_10_TIR_1,DNA/DNA
539,CG10800,rca1,Regulator of cyclin,nf_253_TIR_1,DNA/DNA
540,CG17375,cg17375,,Gypsy-30_DWil-I_1,LTR/GYPSY
541,CG11236,daao2,D-amino acid oxidase,Gypsy-30_DWil-I_1,LTR/GYPSY
542,CG17377,cg17377,,Gypsy-30_DWil-I_1,LTR/GYPSY
543,CG17376,cg17376,,Gypsy-30_DWil-I_1,LTR/GYPSY
544,CG9261,nrv2,nervana,nf_378_TIR_1,DNA/DNA
545,CG9258,nrv1,nervana,nf_23_HELITRON_1,DNA/RC
546,CG17378,cg17378,,nf_23_HELITRON_1,DNA/RC
547,CG11321,lubel,Linear Ubiquitin E3,nf_23_HELITRON_1,DNA/RC
548,CG11323,ttll3a,Tubulin tyrosine ligase-like,nf_23_HELITRON_1,DNA/RC
549,CG11201,ttll3b,Tubulin tyrosine ligase-like,nf_23_HELITRON_1,DNA/RC
550,CG11199,liprin-alpha,,nf_23_HELITRON_1,DNA/RC
551,CG11324,homer,,Gypsy-3_DBp-I_1,LTR/GYPSY
552,CG11188,aatf,Apoptosis antagonizing transcription,Gypsy-3_DBp-I_1,LTR/GYPSY
553,CG11325,akhr,Adipokinetic hormone,nf_159_LINE_1,LINE/JOCKEY
554,CG9100,rab30,,nf_238_TIR_1,DNA/TC1MARINER
555,CG11266,caper,,nf_238_TIR_1,DNA/TC1MARINER
556,CG43227,milt,,nf_238_TIR_1,DNA/TC1MARINER
557,CG4971,wnt10,Wnt oncogene analog,nf_80_I_1,LINE/I
558,CR44063,asrna:cr44063,antisense,nf_80_I_1,LINE/I
559,CG5125,ninac,neither inactivation nor afterpotential,nf_291_TIR_1,DNA/HAT
560,CG5149,cg5149,,nf_291_TIR_1,DNA/HAT
561,CG5155,gudu,,nf_291_TIR_1,DNA/HAT
562,CG5160,cg5160,,nf_291_TIR_1,DNA/HAT
563,CG42533,ziz,,nf_355_TIR_1,DNA/DNA
564,CR44082,lncrna:cr44082,long non-coding,nf_11_MAVERICK_1,DNA/Maverick
565,CR46535,lncrna:cr46535,long non-coding,nf_143_GYPSY_2,LTR/GYPSY
566,CR45370,lncrna:cr45370,long non-coding,nf_47_GYPSY_1,LTR/GYPSY
567,CG6739,cg6739,,nf_23_HELITRON_1,DNA/RC
568,CG6730,cyp4d21,Cytochrome P450,nf_360_HELITRON_1,DNA/RC
569,CR44799,lncrna:cr44799,long non-coding,nf_360_HELITRON_1,DNA/RC
570,CR44800,lncrna:cr44800,long non-coding,nf_360_HELITRON_1,DNA/RC
571,CG43756,slob,Slowpoke binding,nf_26_COPIA_1,LTR/COPIA
572,CG6976,myo28b1,Myosin,nf_26_COPIA_1,LTR/COPIA
573,CG7052,tep2,Thioester-containing protein,nf_360_HELITRON_1,DNA/RC
574,CG13793,cg13793,,nf_360_HELITRON_1,DNA/RC
575,CG33296,cg33296,,nf_360_HELITRON_1,DNA/RC
576,CG7075,ntl,Neurotransmitter,nf_360_HELITRON_1,DNA/RC
577,CR31905,trna:tyr-gta-1-9,,nf_360_HELITRON_1,DNA/RC
578,CG7068,tep3,Thioester-containing protein,nf_32_GYPSY_1,LTR/GYPSY
579,CR44990,asrna:cr44990,antisense,nf_32_GYPSY_1,LTR/GYPSY
580,CG46025,cg46025,,nf_23_HELITRON_1,DNA/RC
581,CG7191,cg7191,,nf_23_HELITRON_1,DNA/RC
582,CG7134,cdc14,Cell division cycle,nf_253_TIR_1,DNA/DNA
583,CG18088,cg18088,,nf_253_TIR_1,DNA/DNA
584,CG9541,cg9541,,nf_253_TIR_1,DNA/DNA
585,CG13101,cg13101,,nf_381_TIR_1,DNA/DNA
586,CG18662,cg18662,,nf_381_TIR_1,DNA/DNA
587,CG31708,dip-zeta,Dpr-interacting protein,nf_138_GYPSY_1,LTR/GYPSY
588,CR44483,lncrna:cr44483,long non-coding,nf_138_GYPSY_1,LTR/GYPSY
589,CG12439,cg12439,,nf_23_HELITRON_1,DNA/RC
590,CG18241,toll-4,,nf_358_MITE_1,DNA/MITE
591,CG32982,cg32982,,nf_23_HELITRON_1,DNA/RC
592,CG3694,ggamma30a,G protein gamma subunit,nf_26_COPIA_1,LTR/COPIA
593,CR45262,lncrna:cr45262,long non-coding,nf_26_COPIA_1,LTR/COPIA
594,CR45456,lncrna:cr45456,long non-coding,nf_100_I_1,LINE/I
595,CR45457,lncrna:cr45457,long non-coding,nf_100_I_1,LINE/I
596,CG17005,cg17005,,nf_100_I_1,LINE/I
597,CG3738,cks30a,Cyclin-dependent kinase subunit,nf_100_I_1,LINE/I
598,CG3747,eaat1,Excitatory amino acid transporter,nf_100_I_1,LINE/I
599,CG3748,cg3748,,nf_360_HELITRON_1,DNA/RC
600,CR44802,lncrna:cr44802,long non-coding,nf_360_HELITRON_1,DNA/RC
601,CG13110,cg13110,,nf_360_HELITRON_1,DNA/RC
602,CR43404,lncrna:cr43404,long non-coding,nf_23_HELITRON_1,DNA/RC
603,CG34181,cg34181,,nf_294_TIR_1,DNA/DNA
604,CR43865,asrna:cr43865,antisense,nf_381_TIR_1,DNA/DNA
605,CG3759,mco1,Multicopper oxidase,I-1_DT,LINE/I
606,CG3763,fbp2,Fat body protein,I-1_DT,LINE/I
607,CG4435,fuctb,alpha1%2C3-fucosyltransferase,I-1_DT,LINE/I
608,CG3766,scat,,nf_369_LTR_1,LTR/LTR
609,CG3769,cg3769,,nf_369_LTR_1,LTR/LTR
610,CG3779,numb,,nf_369_LTR_1,LTR/LTR
611,CR43769,lncrna:cr43769,long non-coding,nf_23_HELITRON_1,DNA/RC
612,CG3858,gcm2,,nf_243_MITE_1,DNA/MITE
613,CG31884,trx2,Thioredoxin,nf_243_MITE_1,DNA/MITE
614,CG3881,glcat-s,Glucuronyltransferase,nf_243_MITE_1,DNA/MITE
615,CG31882,cg31882,,nf_355_TIR_1,DNA/DNA
616,CG4379,pka-c1,Protein kinase%2C cAMP-dependent%2C catalytic subunit,nf_143_GYPSY_2,LTR/GYPSY
617,CG3949,hoip,,nf_143_GYPSY_2,LTR/GYPSY
618,CG3959,pelo,,nf_143_GYPSY_2,LTR/GYPSY
619,CG31710,cg31710,,nf_143_GYPSY_2,LTR/GYPSY
620,CG4364,cg4364,,nf_143_GYPSY_2,LTR/GYPSY
621,CG3998,zf30c,zinc finger protein,nf_360_HELITRON_1,DNA/RC
622,CG4079,taf11,TBP-associated factor,nf_360_HELITRON_1,DNA/RC
623,CG4008,und,,nf_360_HELITRON_1,DNA/RC
624,CR43766,lncrna:cr43766,long non-coding,nf_23_HELITRON_1,DNA/RC
625,CG4535,fkbp59,FK506-binding protein,nf_185_TIR_2,DNA/DNA
626,CG34183,cg34183,,nf_185_TIR_2,DNA/DNA
627,CG4537,cg4537,,nf_185_TIR_2,DNA/DNA
628,CG5924,mtdna-helicase,mitochondrial DNA,nf_185_TIR_2,DNA/DNA
629,CR32873,uhg2,U snoRNA host gene,nf_185_TIR_2,DNA/DNA
630,CR32876,snorna:u14:30eb,,nf_185_TIR_2,DNA/DNA
631,CG4539,bka,,nf_185_TIR_2,DNA/DNA
632,CG5920,rps2,Ribosomal protein,nf_185_TIR_2,DNA/DNA
633,CG44122,piezo,,nf_10_TIR_1,DNA/DNA
634,CG15481,ski6,,nf_23_HELITRON_1,DNA/RC
635,CG16812,cg16812,,nf_23_HELITRON_1,DNA/RC
636,CG15480,cg15480,,nf_23_HELITRON_1,DNA/RC
637,CG16813,cg16813,,nf_23_HELITRON_1,DNA/RC
638,CG16815,cg16815,,nf_23_HELITRON_1,DNA/RC
639,CR31850,snrna:u2:34aba,,nf_26_COPIA_1,LTR/COPIA
640,CG9414,drep4,DNA fragmentation factor-related protein,nf_65_GYPSY_1,LTR/GYPSY
641,CR44083,asrna:cr44083,antisense,nf_10_TIR_1,DNA/DNA
642,CG6116,uvrag,UV-resistance associated,nf_10_TIR_1,DNA/DNA
643,CR44972,asrna:cr44972,antisense,nf_10_TIR_1,DNA/DNA
644,CG16826,cg16826,,nf_23_HELITRON_1,DNA/RC
645,CG9395,cg9395,,nf_143_GYPSY_2,LTR/GYPSY
646,CG9377,cg9377,,BEL-4_DEl-I,LTR/BELPAO
647,CG12396,nnp-1,,BEL-4_DEl-I,LTR/BELPAO
648,CG6523,grx3,Glutaredoxin,ISFUN1,DNA/DNA
649,CG31852,tap42,Two A-associated protein of,ISFUN1,DNA/DNA
650,CG31855,cg31855,,ISFUN1,DNA/DNA
651,CG9306,nd-b22,NADH dehydrogenase (ubiquinone) B22,ISFUN1,DNA/DNA
652,CG9305,bdp1,B double prime,ISFUN1,DNA/DNA
653,CG6565,cg6565,,nf_164_MITE_1,DNA/MITE
654,CG9302,cg9302,,nf_164_MITE_1,DNA/MITE
655,CG6699,beta'cop,Coat Protein (coatomer),nf_164_MITE_1,DNA/MITE
656,CG6866,loqs,,nf_164_MITE_1,DNA/MITE
657,CR44599,asrna:cr44599,antisense,nf_164_MITE_1,DNA/MITE
658,CG9293,ing5,Inhibitor of growth family member,nf_164_MITE_1,DNA/MITE
659,CG7099,cg7099,,nf_164_MITE_1,DNA/MITE
660,CG9263,cg9263,,nf_378_TIR_1,DNA/DNA
661,CG16853,cg16853,,nf_378_TIR_1,DNA/DNA
662,CR44973,lncrna:cr44973,long non-coding,nf_10_TIR_1,DNA/DNA
663,CR43410,lncrna:cr43410,long non-coding,nf_10_TIR_1,DNA/DNA
664,CG9031,ics,,nf_355_TIR_1,DNA/DNA
665,CG18507,cg18507,,nf_10_TIR_1,DNA/DNA
666,CG31814,dip-kappa,Dpr-interacting protein,nf_158_LTR_1,LTR/LTR
667,CG7311,gpo3,Glycerophosphate oxidase,nf_205_CR1_2,LINE/CR1
668,CG9014,cg9014,,nf_185_TIR_2,DNA/DNA
669,CG31813,nur,,nf_80_I_1,LINE/I
670,CR45913,lncrna:cr45913,long non-coding,nf_81_I_1,LINE/I
671,CG8954,smg5,Smg5 nonsense mediated mRNA decay,nf_138_GYPSY_1,LTR/GYPSY
672,CG8827,ance,Angiotensin converting,nf_138_GYPSY_1,LTR/GYPSY
673,CG16869,ance-2,,nf_138_GYPSY_1,LTR/GYPSY
674,CG16870,acyp,,nf_138_GYPSY_1,LTR/GYPSY
675,CG17988,ance-3,,nf_205_CR1_2,LINE/CR1
676,CG16886,vajk1,,nf_23_HELITRON_1,DNA/RC
677,CG16885,vajk2,,nf_23_HELITRON_1,DNA/RC
678,CG42282,nima,Nimrod,nf_100_I_1,LINE/I
679,CG31839,nimb2,Nimrod,nf_100_I_1,LINE/I
680,CG33115,nimb4,Nimrod,nf_100_I_1,LINE/I
681,CG16873,nimb5,Nimrod,nf_10_TIR_1,DNA/DNA
682,CG8864,cyp28a5,Cytochrome P450,nf_23_HELITRON_1,DNA/RC
683,CG18146,nimc2,Nimrod,nf_23_HELITRON_1,DNA/RC
684,CG8930,rk,,nf_23_HELITRON_1,DNA/RC
685,CR31838,trna:gln-ctg-4-1,,nf_381_TIR_1,DNA/DNA
686,CG10922,la,La,nf_381_TIR_1,DNA/DNA
687,CR40172,lncrna:cr40172,long non-coding,Jockey-5_DAn,LINE/JOCKEY
688,CR40341,lncrna:cr40341,,nf_253_TIR_1,DNA/DNA
689,CG5861,cg5861,,nf_360_HELITRON_1,DNA/RC
690,CG4214,syx5,Syntaxin,nf_360_HELITRON_1,DNA/RC
691,CG5855,cni,,nf_360_HELITRON_1,DNA/RC
692,CG4274,fzy,,nf_360_HELITRON_1,DNA/RC
693,CG5848,cact,,nf_360_HELITRON_1,DNA/RC
694,CG4278,cg4278,,nf_86_I_1,LINE/I
695,CG5395,nmd,no mitochondrial,nf_86_I_1,LINE/I
696,CG4968,cg4968,,nf_23_HELITRON_1,DNA/RC
697,CG5387,cdk5alpha,Cdk5 activator-like,nf_143_GYPSY_2,LTR/GYPSY
698,CG5385,l(2)sh0834,lethal (2),nf_23_HELITRON_1,DNA/RC
699,CG5384,usp14,Ubiquitin specific protease,nf_360_HELITRON_1,DNA/RC
700,CG4972,cg4972,,nf_157_PIFHARBINGER_1,DNA/PIFHARBINGER
701,CG5381,cg5381,,nf_23_HELITRON_1,DNA/RC
702,CG4995,cg4995,,nf_104_TIR_2,DNA/DNA
703,CG5034,gatad,,nf_47_GYPSY_1,LTR/GYPSY
704,CG5029,samdc,S-adenosylmethionine,nf_47_GYPSY_1,LTR/GYPSY
705,CG31715,cg31715,,nf_47_GYPSY_1,LTR/GYPSY
706,CG5025,sps2,Selenophosphate synthetase,nf_47_GYPSY_1,LTR/GYPSY
707,CG5022,frmd5,FERM domain,nf_47_GYPSY_1,LTR/GYPSY
708,CG34367,cg34367,,nf_23_HELITRON_1,DNA/RC
709,CG5045,clpp,Caseinolytic protease proteolytic,nf_23_HELITRON_1,DNA/RC
710,CG5366,cand1,Cullin-associated and neddylation-dissociated,nf_253_TIR_1,DNA/DNA
711,CG5052,pim,,nf_355_TIR_1,DNA/DNA
712,CG13139,lft,,nf_355_TIR_1,DNA/DNA
713,CG5056,cg5056,,nf_355_TIR_1,DNA/DNA
714,CG33304,rho-5,,nf_355_TIR_1,DNA/DNA
715,CG33303,cg33303,,nf_369_LTR_1,LTR/LTR
716,CG13140,dpr19,defective proboscis extension response,nf_369_LTR_1,LTR/LTR
717,CG5091,gny,,nf_369_LTR_1,LTR/LTR
718,CG5096,cg5096,,nf_369_LTR_1,LTR/LTR
719,CG5363,cdk1,Cyclin-dependent kinase,nf_23_HELITRON_1,DNA/RC
720,CG5108,mrps7,mitochondrial ribosomal protein,nf_360_HELITRON_1,DNA/RC
721,CG5102,da,,nf_360_HELITRON_1,DNA/RC
722,CG5193,tfiib,Transcription factor,nf_253_TIR_1,DNA/DNA
723,CG5337,tbc1d16,TBC1 domain family member,nf_253_TIR_1,DNA/DNA
724,CG5198,holn1,,nf_253_TIR_1,DNA/DNA
725,CG5203,stub1,STIP1 homology and U-box containing protein,nf_253_TIR_1,DNA/DNA
726,CR45375,lncrna:cr45375,long non-coding,nf_253_TIR_1,DNA/DNA
727,CG6232,loh,lonely,nf_253_TIR_1,DNA/DNA
728,CG34042,ppk10,pickpocket,nf_143_GYPSY_2,LTR/GYPSY
729,CG5322,lmani,Lysosomal alpha-mannosidase,nf_143_GYPSY_2,LTR/GYPSY
730,CG7438,myo31df,Myosin,nf_185_TIR_2,DNA/DNA
731,CR44224,asrna:cr44224,antisense,nf_185_TIR_2,DNA/DNA
732,CG6094,cg6094,,nf_185_TIR_2,DNA/DNA
733,CG7384,cg7384,,nf_185_TIR_2,DNA/DNA
